gene_id,gene_name
ENSG00000269978.1,RP11-338N10.3
ENSG00000142583.17,SLC2A5
ENSG00000236963.6,LINC01141
ENSG00000226487.1,RP4-749H3.2
ENSG00000173372.16,C1QA
ENSG00000159189.11,C1QC
ENSG00000173369.15,C1QB
ENSG00000117676.13,RPS6KA1
ENSG00000130775.15,THEMIS2
ENSG00000214812.3,RP5-1053E7.3
ENSG00000169403.11,PTAFR
ENSG00000162511.7,LAPTM5
ENSG00000264773.1,MIR4420
ENSG00000119535.17,CSF3R
ENSG00000199377.1,RNU5F-1
ENSG00000200169.1,RNU5D-1
ENSG00000200913.1,SNORD46
ENSG00000162367.11,TAL1
ENSG00000273338.1,RP11-386I14.4
ENSG00000143119.12,CD53
ENSG00000121933.18,TMIGD3
ENSG00000282608.1,ADORA3
ENSG00000116774.11,OLFML3
ENSG00000232895.2,RP4-543J13.1
ENSG00000275538.1,RNVU1-19
ENSG00000198019.12,FCGR1B
ENSG00000270722.1,U1
ENSG00000150337.13,FCGR1A
ENSG00000163131.10,CTSS
ENSG00000163154.5,TNFAIP8L2
ENSG00000163563.7,MNDA
ENSG00000066294.14,CD84
ENSG00000186517.13,ARHGAP30
ENSG00000158869.10,FCER1G
ENSG00000203747.9,FCGR3A
ENSG00000188404.8,SELL
ENSG00000116701.14,NCF2
ENSG00000150681.9,RGS18
ENSG00000081237.18,PTPRC
ENSG00000236439.4,RP11-175B9.3
ENSG00000009790.14,TRAF3IP3
ENSG00000232628.5,RP11-365O16.3
ENSG00000228058.1,RP11-552D4.1
ENSG00000162711.16,NLRP3
ENSG00000271228.1,CTC-336P14.1
ENSG00000230979.3,AC079250.1
ENSG00000163219.11,ARHGAP25
ENSG00000159399.9,HK2
ENSG00000118640.10,VAMP8
ENSG00000222724.1,RNU2-63P
ENSG00000226791.6,AC109826.1
ENSG00000075884.12,ARHGAP15
ENSG00000073737.16,DHRS9
ENSG00000168918.13,INPP5D
ENSG00000168329.13,CX3CR1
ENSG00000224094.1,RPS24P8
ENSG00000163823.3,CCR1
ENSG00000223552.1,RP11-24F11.2
ENSG00000010327.10,STAB1
ENSG00000226360.5,RPL10AP6
ENSG00000180353.10,HCLS1
ENSG00000114013.15,CD86
ENSG00000181631.6,P2RY13
ENSG00000169313.9,P2RY12
ENSG00000090539.15,CHRD
ENSG00000223803.1,RPS20P14
ENSG00000174004.5,NRROS
ENSG00000170891.10,CYTL1
ENSG00000174123.10,TLR10
ENSG00000174125.7,TLR1
ENSG00000174130.12,TLR6
ENSG00000121895.7,TMEM156
ENSG00000163106.10,HPGDS
ENSG00000250604.1,RP11-597D13.8
ENSG00000248925.1,CTD-2083E4.6
ENSG00000145569.5,FAM105A
ENSG00000082074.15,FYB
ENSG00000249437.7,NAIP
ENSG00000170458.13,CD14
ENSG00000182578.13,CSF1R
ENSG00000019582.14,CD74
ENSG00000135077.8,HAVCR2
ENSG00000229119.3,CTB-63M22.1
ENSG00000134516.15,DOCK2
ENSG00000253647.1,CTD-2270F17.1
ENSG00000146090.15,RASGEF1C
ENSG00000112799.8,LY86
ENSG00000220472.1,RP11-69L16.5
ENSG00000263712.1,MIR4639
ENSG00000240869.3,RN7SL128P
ENSG00000276410.3,HIST1H2BB
ENSG00000278588.1,HIST1H2BI
ENSG00000274997.1,HIST1H2AH
ENSG00000275221.1,HIST1H2AK
ENSG00000228789.6,HCG22
ENSG00000204482.10,LST1
ENSG00000204472.12,AIF1
ENSG00000213654.9,GPSM3
ENSG00000204287.13,HLA-DRA
ENSG00000229391.7,HLA-DRB6
ENSG00000196126.10,HLA-DRB1
ENSG00000237541.3,HLA-DQA2
ENSG00000204261.8,PSMB8-AS1
ENSG00000242574.8,HLA-DMB
ENSG00000204257.14,HLA-DMA
ENSG00000204252.13,HLA-DOA
ENSG00000231389.7,HLA-DPA1
ENSG00000223865.10,HLA-DPB1
ENSG00000023892.10,DEF6
ENSG00000146192.14,FGD2
ENSG00000180211.5,RP1-278E11.3
ENSG00000161911.11,TREML1
ENSG00000095970.16,TREM2
ENSG00000227502.2,LINC01268
ENSG00000164691.16,TAGAP
ENSG00000261795.1,RP11-90P13.1
ENSG00000198286.9,CARD11
ENSG00000185811.16,IKZF1
ENSG00000086730.16,LAT2
ENSG00000127951.6,FGL2
ENSG00000105851.10,PIK3CG
ENSG00000105967.15,TFEC
ENSG00000128604.18,IRF5
ENSG00000059377.15,TBXAS1
ENSG00000078579.8,FGF20
ENSG00000254040.1,RP11-421P23.2
ENSG00000042980.12,ADAM28
ENSG00000253389.2,RP11-930P14.1
ENSG00000254087.7,LYN
ENSG00000154589.6,LY96
ENSG00000240509.1,RPL34P18
ENSG00000244642.3,RN7SL396P
ENSG00000155926.13,SLA
ENSG00000253988.1,RP11-489O18.1
ENSG00000253716.5,MINCR
ENSG00000107099.15,DOCK8
ENSG00000235453.8,TOPORS-AS1
ENSG00000165025.14,SYK
ENSG00000157303.10,SUSD3
ENSG00000095303.14,PTGS1
ENSG00000269970.1,RP11-498E2.9
ENSG00000224307.1,RP11-344B5.2
ENSG00000276124.1,MIR6855
ENSG00000232591.1,RP5-1031D4.2
ENSG00000271046.1,RP11-138I18.2
ENSG00000077420.15,APBB1IP
ENSG00000237797.1,RP11-472N13.3
ENSG00000012779.10,ALOX5
ENSG00000283652.1,WDFY4
ENSG00000228403.1,RP11-563N6.6
ENSG00000228651.1,RP11-556E13.1
ENSG00000138135.6,CH25H
ENSG00000280560.1,LINC01374
ENSG00000229417.1,NPM1P25
ENSG00000095585.16,BLNK
ENSG00000155629.14,PIK3AP1
ENSG00000148908.14,RGS10
ENSG00000233334.3,FAM53B-AS1
ENSG00000148803.11,FUOM
ENSG00000185187.12,SIGIRR
ENSG00000229671.1,LINC01150
ENSG00000053918.15,KCNQ1
ENSG00000166394.14,CYB5R2
ENSG00000066336.11,SPI1
ENSG00000197629.5,MPEG1
ENSG00000234964.4,FABP5P7
ENSG00000166927.12,MS4A7
ENSG00000132744.7,ACY3
ENSG00000239559.2,RPL37P2
ENSG00000255980.1,AP000439.1
ENSG00000165457.13,FOLR2
ENSG00000214530.8,STARD10
ENSG00000150782.11,IL18
ENSG00000134955.11,SLC37A2
ENSG00000273409.2,RP11-480C22.1
ENSG00000184574.9,LPAR5
ENSG00000010610.9,CD4
ENSG00000111679.16,PTPN6
ENSG00000171860.4,C3AR1
ENSG00000197992.6,CLEC9A
ENSG00000172243.17,CLEC7A
ENSG00000173391.8,OLR1
ENSG00000111348.8,ARHGDIB
ENSG00000118308.15,LRMP
ENSG00000275278.1,RP11-946L16.2
ENSG00000247774.6,PCED1B-AS1
ENSG00000110934.10,BIN2
ENSG00000250742.2,RP11-834C11.4
ENSG00000123338.12,NCKAP1L
ENSG00000123329.17,ARHGAP9
ENSG00000240087.3,RPSAP12
ENSG00000243071.1,RP11-613M5.2
ENSG00000277851.1,RP11-756G20.1
ENSG00000257398.6,RP11-554D14.6
ENSG00000174600.13,CMKLR1
ENSG00000183160.8,TMEM119
ENSG00000110876.9,SELPLG
ENSG00000226525.5,RPS7P10
ENSG00000132965.9,ALOX5AP
ENSG00000133106.14,EPSTI1
ENSG00000136167.13,LCP1
ENSG00000139679.15,LPAR6
ENSG00000237152.3,DLEU7-AS1
ENSG00000136149.6,RPL13AP25
ENSG00000125257.13,ABCC4
ENSG00000169508.6,GPR183
ENSG00000169413.2,RNASE6
ENSG00000258810.1,RP11-219E7.1
ENSG00000155465.18,SLC7A7
ENSG00000129465.15,RIPK3
ENSG00000242951.1,RP11-507E23.1
ENSG00000234648.1,AL162151.3
ENSG00000184990.12,SIVA1
ENSG00000166428.12,PLD4
ENSG00000256338.2,RPL41P2
ENSG00000213862.4,CTD-2270N23.1
ENSG00000104043.14,ATP8B4
ENSG00000136404.15,TM6SF1
ENSG00000154237.12,LRRK1
ENSG00000179583.18,CIITA
ENSG00000261195.1,CTD-2380F24.1
ENSG00000140749.8,IGSF6
ENSG00000005844.17,ITGAL
ENSG00000103490.13,PYCARD
ENSG00000169896.16,ITGAM
ENSG00000140678.16,ITGAX
ENSG00000087253.12,LPCAT2
ENSG00000205220.11,PSMB10
ENSG00000039068.18,CDH1
ENSG00000140968.10,IRF8
ENSG00000274134.1,MIR6774
ENSG00000182557.7,SPNS3
ENSG00000161921.14,CXCL16
ENSG00000141497.13,ZMYND15
ENSG00000234327.7,AC012146.7
ENSG00000141506.13,PIK3R5
ENSG00000187688.14,TRPV2
ENSG00000262074.6,SNORD3B-2
ENSG00000168961.16,LGALS9
ENSG00000184060.10,ADAP2
ENSG00000265798.6,RP11-271K11.5
ENSG00000277632.1,CCL3
ENSG00000108798.8,ABI3
ENSG00000271605.5,MILR1
ENSG00000167851.13,CD300A
ENSG00000167850.3,CD300C
ENSG00000129667.12,RHBDF2
ENSG00000167895.14,TMC8
ENSG00000101670.11,LIPG
ENSG00000264350.1,SNRPGP2
ENSG00000180448.10,ARHGAP45
ENSG00000060558.3,GNA15
ENSG00000167664.8,TMIGD2
ENSG00000174886.12,NDUFA11
ENSG00000125730.16,C3
ENSG00000268758.6,ADGRE4P
ENSG00000142347.16,MYO1F
ENSG00000141854.8,MIR1199
ENSG00000187912.11,CLEC17A
ENSG00000105122.12,RASAL3
ENSG00000130300.8,PLVAP
ENSG00000089639.10,GMIP
ENSG00000282732.1,RP11-157B13.10
ENSG00000267528.1,AC011524.1
ENSG00000126264.9,HCST
ENSG00000011600.11,TYROBP
ENSG00000130755.12,GMFG
ENSG00000268027.5,AC006129.2
ENSG00000007129.17,CEACAM21
ENSG00000104894.11,CD37
ENSG00000161640.15,SIGLEC11
ENSG00000131401.11,NAPSB
ENSG00000105383.14,CD33
ENSG00000142512.14,SIGLEC10
ENSG00000105366.15,SIGLEC8
ENSG00000171051.8,FPR1
ENSG00000239961.2,LILRA4
ENSG00000167613.15,LAIR1
ENSG00000239998.5,LILRA2
ENSG00000104974.10,LILRA1
ENSG00000104972.15,LILRB1
ENSG00000186818.12,LILRB4
ENSG00000225370.1,AC011515.2
ENSG00000196209.12,SIRPB2
ENSG00000235292.1,RP4-796I8.1
ENSG00000101336.12,HCK
ENSG00000171700.13,RGS19
ENSG00000155307.17,SAMSN1
ENSG00000226751.2,AF127936.5
ENSG00000160255.17,ITGB2
ENSG00000227039.6,ITGB2-AS1
ENSG00000100122.5,CRYBB1
ENSG00000100365.14,NCF4
ENSG00000100055.20,CYTH4
ENSG00000100092.20,SH3BP1
ENSG00000159958.5,TNFRSF13C
ENSG00000196664.4,TLR7
ENSG00000120280.5,CXorf21
ENSG00000165168.7,CYBB
ENSG00000171659.13,GPR34
ENSG00000015285.10,WAS
ENSG00000237748.1,UQCRBP1
ENSG00000274536.5,MIR223
ENSG00000155659.14,VSIG4
ENSG00000010671.15,BTK
ENSG00000122122.9,SASH3
ENSG00000227008.2,RP3-417G15.1
ENSG00000260081.1,RP11-66N11.8
ENSG00000089820.15,ARHGAP4
ENSG00000160219.11,GAB3
